（別添）大雨警報・注意報の土壌雨量指数基準値,,,,令和6年5月23日現在,
市町村等をまとめた地域,市町村等,地域メッシュコード（１km格子対応）,土壌雨量指数基準（注意報）,土壌雨量指数基準（警報）,
松江地区,安来市,52337111,99,126,
松江地区,安来市,52337112,100,127,
松江地区,安来市,52337113,100,127,
松江地区,安来市,52337114,101,128,
松江地区,安来市,52337115,97,123,
松江地区,安来市,52337116,97,123,
松江地区,安来市,52337117,97,123,
松江地区,安来市,52337118,111,141,
松江地区,安来市,52337119,110,140,
松江地区,安来市,52337120,94,120,
松江地区,安来市,52337121,96,122,
松江地区,安来市,52337122,101,129,
松江地区,安来市,52337123,97,123,
松江地区,安来市,52337124,97,123,
松江地区,安来市,52337125,112,142,
松江地区,安来市,52337126,112,142,
松江地区,安来市,52337127,106,135,
松江地区,安来市,52337128,116,148,
松江地区,安来市,52337129,112,142,
松江地区,安来市,52337130,95,121,
松江地区,安来市,52337131,97,123,
松江地区,安来市,52337132,107,－,
松江地区,安来市,52337133,107,136,
松江地区,安来市,52337134,107,136,
松江地区,安来市,52337135,122,155,
松江地区,安来市,52337136,112,142,
松江地区,安来市,52337137,112,142,
松江地区,安来市,52337138,116,148,
松江地区,安来市,52337139,116,148,
松江地区,安来市,52337140,100,127,
松江地区,安来市,52337141,101,129,
松江地区,安来市,52337142,103,131,
松江地区,安来市,52337143,103,131,
松江地区,安来市,52337144,107,136,
松江地区,安来市,52337145,107,136,
松江地区,安来市,52337146,107,136,
松江地区,安来市,52337147,122,155,
松江地区,安来市,52337148,112,143,
松江地区,安来市,52337149,128,163,
松江地区,安来市,52337150,100,127,
松江地区,安来市,52337151,101,129,
松江地区,安来市,52337152,103,131,
松江地区,安来市,52337153,102,130,
松江地区,安来市,52337154,107,136,
松江地区,安来市,52337155,107,136,
松江地区,安来市,52337156,107,136,
松江地区,安来市,52337157,108,137,
松江地区,安来市,52337158,117,149,
松江地区,安来市,52337159,109,139,
松江地区,安来市,52337160,95,121,
松江地区,安来市,52337161,100,127,
松江地区,安来市,52337162,106,135,
松江地区,安来市,52337163,101,129,
松江地区,安来市,52337164,112,142,
松江地区,安来市,52337165,117,149,
松江地区,安来市,52337166,102,130,
松江地区,安来市,52337167,101,129,
松江地区,安来市,52337168,107,136,
松江地区,安来市,52337169,124,157,
松江地区,安来市,52337170,101,128,
松江地区,安来市,52337171,99,126,
松江地区,安来市,52337172,101,128,
松江地区,安来市,52337173,106,135,
松江地区,安来市,52337174,107,136,
松江地区,安来市,52337175,107,136,
松江地区,安来市,52337176,107,136,
松江地区,安来市,52337177,101,129,
松江地区,安来市,52337178,107,136,
松江地区,安来市,52337179,112,142,
松江地区,安来市,52337180,101,129,
松江地区,安来市,52337181,100,127,
松江地区,安来市,52337182,105,134,
松江地区,安来市,52337183,106,135,
松江地区,安来市,52337184,101,128,
松江地区,安来市,52337185,101,129,
松江地区,安来市,52337186,101,129,
松江地区,安来市,52337187,101,128,
松江地区,安来市,52337188,101,129,
松江地区,安来市,52337189,101,129,
松江地区,安来市,52337190,101,128,
松江地区,安来市,52337191,100,127,
松江地区,安来市,52337192,101,128,
松江地区,安来市,52337193,101,128,
松江地区,安来市,52337194,101,129,
松江地区,安来市,52337195,101,128,
松江地区,安来市,52337196,101,128,
松江地区,安来市,52337197,101,128,
松江地区,安来市,52337198,106,135,
松江地区,安来市,52337199,101,129,
松江地区,安来市,52337210,110,140,
松江地区,安来市,52337211,115,146,
松江地区,安来市,52337212,109,139,
松江地区,安来市,52337220,116,147,
松江地区,安来市,52337221,116,148,
松江地区,安来市,52337222,116,148,
松江地区,安来市,52337223,107,136,
松江地区,安来市,52337224,115,146,
松江地区,安来市,52337230,122,155,
松江地区,安来市,52337231,108,137,
松江地区,安来市,52337232,109,138,
松江地区,安来市,52337233,116,148,
松江地区,安来市,52337234,101,128,
松江地区,安来市,52337240,109,139,
松江地区,安来市,52337241,109,139,
松江地区,安来市,52337242,109,138,
松江地区,安来市,52337243,101,129,
松江地区,安来市,52337250,110,140,
松江地区,安来市,52337251,105,133,
松江地区,安来市,52337252,101,129,
松江地区,安来市,52337253,100,127,
松江地区,安来市,52337260,109,139,
松江地区,安来市,52337261,103,131,
