（別添）大雨警報・注意報の土壌雨量指数基準値,,,,令和6年5月23日現在,
市町村等をまとめた地域,市町村等,地域メッシュコード（１km格子対応）,土壌雨量指数基準（注意報）,土壌雨量指数基準（警報）,
岡山地域,吉備中央町,52332631,82,119,
岡山地域,吉備中央町,52332632,83,121,
岡山地域,吉備中央町,52332633,84,122,
岡山地域,吉備中央町,52332634,84,122,
岡山地域,吉備中央町,52332635,82,120,
岡山地域,吉備中央町,52332636,82,119,
岡山地域,吉備中央町,52332637,80,117,
岡山地域,吉備中央町,52332640,82,119,
岡山地域,吉備中央町,52332641,82,119,
岡山地域,吉備中央町,52332642,82,119,
岡山地域,吉備中央町,52332643,82,120,
岡山地域,吉備中央町,52332644,84,122,
岡山地域,吉備中央町,52332645,84,122,
岡山地域,吉備中央町,52332646,82,119,
岡山地域,吉備中央町,52332647,80,116,
岡山地域,吉備中央町,52332650,81,118,
岡山地域,吉備中央町,52332651,81,118,
岡山地域,吉備中央町,52332652,81,118,
岡山地域,吉備中央町,52332653,81,118,
岡山地域,吉備中央町,52332654,82,119,
岡山地域,吉備中央町,52332655,82,119,
岡山地域,吉備中央町,52332656,81,118,
岡山地域,吉備中央町,52332657,80,116,
岡山地域,吉備中央町,52332660,82,119,
岡山地域,吉備中央町,52332661,82,119,
岡山地域,吉備中央町,52332662,82,119,
岡山地域,吉備中央町,52332663,80,117,
岡山地域,吉備中央町,52332664,81,118,
岡山地域,吉備中央町,52332665,81,118,
岡山地域,吉備中央町,52332666,80,116,
岡山地域,吉備中央町,52332667,80,116,
岡山地域,吉備中央町,52332670,82,120,
岡山地域,吉備中央町,52332671,82,119,
岡山地域,吉備中央町,52332672,81,118,
岡山地域,吉備中央町,52332673,81,118,
岡山地域,吉備中央町,52332674,80,117,
岡山地域,吉備中央町,52332675,80,116,
岡山地域,吉備中央町,52332676,80,116,
岡山地域,吉備中央町,52332677,80,116,
岡山地域,吉備中央町,52332678,80,117,
岡山地域,吉備中央町,52332680,82,120,
岡山地域,吉備中央町,52332681,82,119,
岡山地域,吉備中央町,52332682,82,119,
岡山地域,吉備中央町,52332683,81,118,
岡山地域,吉備中央町,52332684,82,119,
岡山地域,吉備中央町,52332685,80,117,
岡山地域,吉備中央町,52332686,81,118,
岡山地域,吉備中央町,52332687,82,119,
岡山地域,吉備中央町,52332688,82,119,
岡山地域,吉備中央町,52332689,82,119,
岡山地域,吉備中央町,52332690,84,122,
岡山地域,吉備中央町,52332691,84,122,
岡山地域,吉備中央町,52332692,82,119,
岡山地域,吉備中央町,52332693,82,119,
岡山地域,吉備中央町,52332694,82,119,
岡山地域,吉備中央町,52332695,82,119,
岡山地域,吉備中央町,52332696,82,119,
岡山地域,吉備中央町,52332697,82,120,
岡山地域,吉備中央町,52332698,83,121,
岡山地域,吉備中央町,52333507,83,121,
岡山地域,吉備中央町,52333508,84,122,
岡山地域,吉備中央町,52333509,84,123,
岡山地域,吉備中央町,52333517,84,122,
岡山地域,吉備中央町,52333518,84,122,
岡山地域,吉備中央町,52333519,84,123,
岡山地域,吉備中央町,52333528,84,122,
岡山地域,吉備中央町,52333529,84,122,
岡山地域,吉備中央町,52333537,84,122,
岡山地域,吉備中央町,52333538,84,123,
岡山地域,吉備中央町,52333539,84,123,
岡山地域,吉備中央町,52333600,85,124,
岡山地域,吉備中央町,52333601,84,122,
岡山地域,吉備中央町,52333602,83,121,
岡山地域,吉備中央町,52333603,82,119,
岡山地域,吉備中央町,52333604,82,119,
岡山地域,吉備中央町,52333605,81,118,
岡山地域,吉備中央町,52333606,82,119,
岡山地域,吉備中央町,52333607,82,120,
岡山地域,吉備中央町,52333610,85,124,
岡山地域,吉備中央町,52333611,84,123,
岡山地域,吉備中央町,52333612,83,121,
岡山地域,吉備中央町,52333613,82,119,
岡山地域,吉備中央町,52333614,82,119,
岡山地域,吉備中央町,52333615,81,118,
岡山地域,吉備中央町,52333616,81,118,
岡山地域,吉備中央町,52333617,82,119,
岡山地域,吉備中央町,52333620,84,123,
岡山地域,吉備中央町,52333621,84,122,
岡山地域,吉備中央町,52333624,82,119,
岡山地域,吉備中央町,52333625,81,118,
岡山地域,吉備中央町,52333626,93,－,
岡山地域,吉備中央町,52333627,93,－,
岡山地域,吉備中央町,52333630,84,123,
岡山地域,吉備中央町,52333635,82,119,
岡山地域,吉備中央町,52333636,81,118,
東備地域,備前市,52340059,102,148,
東備地域,備前市,52340069,100,146,
東備地域,備前市,52340078,100,146,
東備地域,備前市,52340079,101,147,
東備地域,備前市,52340088,101,147,
東備地域,備前市,52340089,100,146,
東備地域,備前市,52340099,101,147,
東備地域,備前市,52340123,102,148,
東備地域,備前市,52340133,102,148,
東備地域,備前市,52340134,102,148,
東備地域,備前市,52340143,102,148,
東備地域,備前市,52340144,102,148,
東備地域,備前市,52340145,102,149,
東備地域,備前市,52340146,102,149,
東備地域,備前市,52340147,102,149,
東備地域,備前市,52340153,102,148,
東備地域,備前市,52340154,102,148,
東備地域,備前市,52340155,102,148,
東備地域,備前市,52340156,102,148,
東備地域,備前市,52340157,103,150,
東備地域,備前市,52340159,105,－,
東備地域,備前市,52340160,101,147,
東備地域,備前市,52340162,101,147,
東備地域,備前市,52340163,102,148,
東備地域,備前市,52340164,102,148,
東備地域,備前市,52340165,102,148,
東備地域,備前市,52340166,103,－,
東備地域,備前市,52340167,103,－,
東備地域,備前市,52340168,102,148,
東備地域,備前市,52340169,103,150,
東備地域,備前市,52340170,101,147,
東備地域,備前市,52340171,101,147,
東備地域,備前市,52340172,102,148,
東備地域,備前市,52340173,102,148,
東備地域,備前市,52340174,102,148,
東備地域,備前市,52340175,102,148,
東備地域,備前市,52340176,102,148,
東備地域,備前市,52340177,102,148,
東備地域,備前市,52340178,102,148,
東備地域,備前市,52340179,103,150,
東備地域,備前市,52340180,100,146,
東備地域,備前市,52340181,101,147,
東備地域,備前市,52340182,102,148,
東備地域,備前市,52340183,102,149,
東備地域,備前市,52340184,103,150,
東備地域,備前市,52340185,103,150,
東備地域,備前市,52340186,102,148,
東備地域,備前市,52340187,102,148,
東備地域,備前市,52340188,102,148,
東備地域,備前市,52340189,103,150,
東備地域,備前市,52340190,101,147,
東備地域,備前市,52340191,101,147,
東備地域,備前市,52340192,102,148,
東備地域,備前市,52340193,102,149,
東備地域,備前市,52340194,103,150,
東備地域,備前市,52340195,103,150,
東備地域,備前市,52340196,104,151,
東備地域,備前市,52340197,103,150,
東備地域,備前市,52340198,103,150,
東備地域,備前市,52340199,103,150,
東備地域,備前市,52340213,104,152,
東備地域,備前市,52340214,104,152,
東備地域,備前市,52340223,104,152,
東備地域,備前市,52340224,104,152,
東備地域,備前市,52340230,105,153,
東備地域,備前市,52340231,105,153,
東備地域,備前市,52340232,105,153,
東備地域,備前市,52340233,105,153,
東備地域,備前市,52340235,104,－,
東備地域,備前市,52340240,104,152,
東備地域,備前市,52340241,104,152,
東備地域,備前市,52340242,105,153,
東備地域,備前市,52340243,105,153,
東備地域,備前市,52340244,104,152,
東備地域,備前市,52340245,104,152,
東備地域,備前市,52340247,104,－,
東備地域,備前市,52340250,105,－,
東備地域,備前市,52340251,105,－,
東備地域,備前市,52340252,105,153,
東備地域,備前市,52340253,104,152,
東備地域,備前市,52340254,104,152,
東備地域,備前市,52340255,104,152,
東備地域,備前市,52340256,104,－,
東備地域,備前市,52340257,104,－,
東備地域,備前市,52340260,104,152,
東備地域,備前市,52340261,105,153,
東備地域,備前市,52340262,105,153,
東備地域,備前市,52340263,104,152,
東備地域,備前市,52340264,104,152,
東備地域,備前市,52340265,104,152,
東備地域,備前市,52340266,104,－,
東備地域,備前市,52340267,104,－,
東備地域,備前市,52340270,105,153,
東備地域,備前市,52340271,105,153,
東備地域,備前市,52340272,105,153,
東備地域,備前市,52340273,103,150,
東備地域,備前市,52340274,104,151,
東備地域,備前市,52340275,104,151,
東備地域,備前市,52340280,104,151,
東備地域,備前市,52340281,105,153,
東備地域,備前市,52340282,105,153,
東備地域,備前市,52340283,103,150,
東備地域,備前市,52340284,103,150,
東備地域,備前市,52340290,103,150,
東備地域,備前市,52340291,103,150,
東備地域,備前市,52340292,103,150,
東備地域,備前市,52340293,103,150,
東備地域,備前市,52340294,103,150,
東備地域,備前市,52341100,102,148,
東備地域,備前市,52341101,102,148,
東備地域,備前市,52341102,102,148,
東備地域,備前市,52341103,102,148,
東備地域,備前市,52341104,102,149,
東備地域,備前市,52341105,103,150,
東備地域,備前市,52341106,104,152,
東備地域,備前市,52341107,104,152,
東備地域,備前市,52341108,103,150,
東備地域,備前市,52341109,103,150,
東備地域,備前市,52341111,102,－,
東備地域,備前市,52341114,102,148,
東備地域,備前市,52341115,102,148,
東備地域,備前市,52341116,103,150,
東備地域,備前市,52341117,103,150,
東備地域,備前市,52341118,103,150,
東備地域,備前市,52341119,103,150,
東備地域,備前市,52341126,102,148,
東備地域,備前市,52341127,102,148,
東備地域,備前市,52341128,102,148,
東備地域,備前市,52341129,103,150,
東備地域,備前市,52341136,100,146,
東備地域,備前市,52341137,101,147,
東備地域,備前市,52341138,102,148,
東備地域,備前市,52341139,103,150,
東備地域,備前市,52341146,100,146,
東備地域,備前市,52341147,101,147,
東備地域,備前市,52341148,101,147,
東備地域,備前市,52341149,103,150,
東備地域,備前市,52341155,101,147,
東備地域,備前市,52341156,102,148,
東備地域,備前市,52341157,100,146,
東備地域,備前市,52341158,100,146,
東備地域,備前市,52341159,102,149,
東備地域,備前市,52341165,102,148,
東備地域,備前市,52341166,102,148,
東備地域,備前市,52341167,102,148,
東備地域,備前市,52341168,101,147,
東備地域,備前市,52341169,102,148,
東備地域,備前市,52341176,102,148,
東備地域,備前市,52341177,102,148,
東備地域,備前市,52341178,102,148,
東備地域,備前市,52341179,102,148,
東備地域,備前市,52341186,102,148,
東備地域,備前市,52341187,102,148,
東備地域,備前市,52341188,101,147,
東備地域,備前市,52341189,102,148,
東備地域,備前市,52341197,102,148,
東備地域,備前市,52341198,102,148,
東備地域,備前市,52341199,102,148,
東備地域,備前市,52341200,103,150,
東備地域,備前市,52341201,103,150,
東備地域,備前市,52341202,103,150,
東備地域,備前市,52341203,103,150,
東備地域,備前市,52341204,103,150,
東備地域,備前市,52341210,103,150,
東備地域,備前市,52341211,103,150,
東備地域,備前市,52341212,102,149,
東備地域,備前市,52341213,103,150,
東備地域,備前市,52341214,103,150,
東備地域,備前市,52341215,103,150,
東備地域,備前市,52341220,104,152,
東備地域,備前市,52341221,103,150,
東備地域,備前市,52341222,103,150,
東備地域,備前市,52341223,103,150,
東備地域,備前市,52341224,103,150,
東備地域,備前市,52341225,103,150,
東備地域,備前市,52341226,103,150,
東備地域,備前市,52341230,104,151,
東備地域,備前市,52341231,105,153,
東備地域,備前市,52341232,103,150,
東備地域,備前市,52341233,103,150,
東備地域,備前市,52341234,104,151,
東備地域,備前市,52341240,104,152,
東備地域,備前市,52341241,105,153,
東備地域,備前市,52341242,105,153,
東備地域,備前市,52341243,104,151,
東備地域,備前市,52341244,104,152,
東備地域,備前市,52341250,104,151,
東備地域,備前市,52341251,106,154,
東備地域,備前市,52341252,105,153,
東備地域,備前市,52341253,105,153,
東備地域,備前市,52341254,105,153,
東備地域,備前市,52341260,104,151,
東備地域,備前市,52341261,106,154,
東備地域,備前市,52341262,106,155,
東備地域,備前市,52341263,105,153,
東備地域,備前市,52341264,105,153,
東備地域,備前市,52341270,103,150,
東備地域,備前市,52341271,105,153,
東備地域,備前市,52341272,106,155,
東備地域,備前市,52341273,105,153,
東備地域,備前市,52341280,102,149,
東備地域,備前市,52341281,104,151,
東備地域,備前市,52341282,105,153,
東備地域,備前市,52341290,102,148,
東備地域,備前市,52342107,102,148,
東備地域,備前市,52342108,102,148,
東備地域,備前市,52342109,101,147,
東備地域,備前市,52342117,102,148,
東備地域,備前市,52342118,102,148,
東備地域,備前市,52342119,102,148,
東備地域,備前市,52342126,102,148,
東備地域,備前市,52342127,102,148,
東備地域,備前市,52342128,102,149,
東備地域,備前市,52342129,102,149,
東備地域,備前市,52342135,102,148,
東備地域,備前市,52342136,102,148,
東備地域,備前市,52342137,102,148,
東備地域,備前市,52342138,103,150,
東備地域,備前市,52342139,104,152,
東備地域,備前市,52342145,102,149,
東備地域,備前市,52342146,102,149,
東備地域,備前市,52342147,103,150,
東備地域,備前市,52342148,103,150,
東備地域,備前市,52342149,105,153,
東備地域,備前市,52342155,102,148,
東備地域,備前市,52342156,102,149,
東備地域,備前市,52342157,103,150,
東備地域,備前市,52342158,104,151,
東備地域,備前市,52342159,104,152,
東備地域,備前市,52342166,102,149,
東備地域,備前市,52342167,103,150,
東備地域,備前市,52342168,103,150,
東備地域,備前市,52342169,103,150,
東備地域,備前市,52342176,103,150,
東備地域,備前市,52342177,103,150,
東備地域,備前市,52342178,104,151,
東備地域,備前市,52342179,104,151,
東備地域,備前市,52342186,103,150,
東備地域,備前市,52342187,103,150,
東備地域,備前市,52342188,104,152,
東備地域,備前市,52342189,105,153,
東備地域,備前市,52342198,105,153,
東備地域,備前市,52342199,107,156,
東備地域,備前市,52342200,102,148,
東備地域,備前市,52342210,102,－,
東備地域,備前市,52342230,105,153,
東備地域,備前市,52342240,106,154,
東備地域,備前市,52342250,105,153,
東備地域,備前市,52342260,104,151,
東備地域,備前市,52342261,104,151,
東備地域,備前市,52342270,104,152,
東備地域,備前市,52342271,104,151,
東備地域,備前市,52342272,107,－,
東備地域,備前市,52342280,106,155,
東備地域,備前市,52342281,106,154,
東備地域,備前市,52342282,107,－,
東備地域,備前市,52342290,108,157,
東備地域,備前市,52342291,107,156,
東備地域,備前市,52342292,105,153,
東備地域,備前市,52343108,105,153,
東備地域,備前市,52343109,108,157,
東備地域,備前市,52343119,106,155,
東備地域,備前市,52343129,109,－,
東備地域,備前市,52343200,109,158,
東備地域,備前市,52343201,109,158,
東備地域,備前市,52343210,107,156,
東備地域,備前市,52343211,109,－,
東備地域,備前市,52343220,109,－,
東備地域,赤磐市,52330779,100,146,
東備地域,赤磐市,52330789,101,147,
東備地域,赤磐市,52330798,101,147,
東備地域,赤磐市,52330799,100,146,
東備地域,赤磐市,52331708,101,147,
東備地域,赤磐市,52331709,100,146,
東備地域,赤磐市,52331719,100,146,
東備地域,赤磐市,52331728,100,146,
東備地域,赤磐市,52331729,101,147,
東備地域,赤磐市,52331738,101,147,
東備地域,赤磐市,52331739,102,148,
東備地域,赤磐市,52331747,100,146,
東備地域,赤磐市,52331748,102,148,
東備地域,赤磐市,52331749,102,149,
東備地域,赤磐市,52331758,100,146,
東備地域,赤磐市,52331759,102,148,
東備地域,赤磐市,52331768,100,146,
東備地域,赤磐市,52331769,100,146,
東備地域,赤磐市,52331779,100,146,
東備地域,赤磐市,52331789,100,145,
東備地域,赤磐市,52331799,100,145,
東備地域,赤磐市,52332709,100,145,
東備地域,赤磐市,52332719,100,145,
東備地域,赤磐市,52332727,100,145,
東備地域,赤磐市,52332728,100,145,
東備地域,赤磐市,52332729,100,146,
東備地域,赤磐市,52332737,100,145,
東備地域,赤磐市,52332738,100,145,
東備地域,赤磐市,52332739,100,146,
東備地域,赤磐市,52332747,100,145,
東備地域,赤磐市,52332748,100,146,
東備地域,赤磐市,52332749,102,148,
東備地域,赤磐市,52332758,100,146,
東備地域,赤磐市,52332759,101,147,
東備地域,赤磐市,52332769,100,146,
東備地域,赤磐市,52340070,101,147,
東備地域,赤磐市,52340080,101,147,
東備地域,赤磐市,52340081,102,148,
東備地域,赤磐市,52340090,100,146,
東備地域,赤磐市,52340091,102,148,
東備地域,赤磐市,52340092,102,148,
東備地域,赤磐市,52341000,100,145,
東備地域,赤磐市,52341001,102,－,
東備地域,赤磐市,52341002,101,147,
東備地域,赤磐市,52341003,101,147,
東備地域,赤磐市,52341010,100,146,
東備地域,赤磐市,52341011,100,146,
東備地域,赤磐市,52341012,100,146,
東備地域,赤磐市,52341013,100,146,
東備地域,赤磐市,52341018,102,148,
東備地域,赤磐市,52341019,102,148,
東備地域,赤磐市,52341020,101,147,
東備地域,赤磐市,52341021,102,－,
東備地域,赤磐市,52341022,101,147,
東備地域,赤磐市,52341023,100,146,
東備地域,赤磐市,52341024,100,145,
東備地域,赤磐市,52341027,102,148,
東備地域,赤磐市,52341028,102,148,
東備地域,赤磐市,52341029,101,147,
東備地域,赤磐市,52341030,102,148,
東備地域,赤磐市,52341031,102,148,
東備地域,赤磐市,52341032,102,－,
東備地域,赤磐市,52341033,102,－,
東備地域,赤磐市,52341034,100,146,
東備地域,赤磐市,52341037,102,148,
東備地域,赤磐市,52341038,101,147,
東備地域,赤磐市,52341039,101,147,
東備地域,赤磐市,52341040,103,150,
東備地域,赤磐市,52341041,102,149,
東備地域,赤磐市,52341042,102,148,
東備地域,赤磐市,52341043,100,146,
東備地域,赤磐市,52341044,101,147,
東備地域,赤磐市,52341045,101,147,
東備地域,赤磐市,52341046,101,147,
東備地域,赤磐市,52341047,101,147,
東備地域,赤磐市,52341048,101,147,
東備地域,赤磐市,52341049,101,147,
東備地域,赤磐市,52341050,103,150,
東備地域,赤磐市,52341051,103,150,
東備地域,赤磐市,52341052,101,147,
東備地域,赤磐市,52341053,100,145,
東備地域,赤磐市,52341054,100,145,
東備地域,赤磐市,52341055,100,146,
東備地域,赤磐市,52341056,101,147,
東備地域,赤磐市,52341057,101,147,
東備地域,赤磐市,52341058,101,147,
東備地域,赤磐市,52341060,102,148,
東備地域,赤磐市,52341061,101,147,
東備地域,赤磐市,52341062,101,147,
東備地域,赤磐市,52341063,101,147,
東備地域,赤磐市,52341064,100,146,
東備地域,赤磐市,52341065,101,147,
東備地域,赤磐市,52341066,101,147,
東備地域,赤磐市,52341067,101,147,
東備地域,赤磐市,52341070,100,146,
東備地域,赤磐市,52341071,100,145,
東備地域,赤磐市,52341072,100,145,
東備地域,赤磐市,52341073,100,146,
東備地域,赤磐市,52341074,101,147,
東備地域,赤磐市,52341075,102,148,
東備地域,赤磐市,52341076,101,147,
東備地域,赤磐市,52341080,100,145,
東備地域,赤磐市,52341081,100,145,
東備地域,赤磐市,52341082,100,145,
東備地域,赤磐市,52341083,101,147,
東備地域,赤磐市,52341084,102,148,
東備地域,赤磐市,52341085,102,148,
東備地域,赤磐市,52341086,102,148,
東備地域,赤磐市,52341090,100,145,
東備地域,赤磐市,52341091,100,145,
東備地域,赤磐市,52341092,100,145,
東備地域,赤磐市,52341093,100,146,
東備地域,赤磐市,52341110,101,147,
東備地域,赤磐市,52341120,101,147,
東備地域,赤磐市,52341121,102,148,
東備地域,赤磐市,52341130,102,148,
東備地域,赤磐市,52341131,102,148,
東備地域,赤磐市,52341140,102,148,
東備地域,赤磐市,52342000,100,145,
東備地域,赤磐市,52342001,100,145,
東備地域,赤磐市,52342002,100,145,
東備地域,赤磐市,52342010,100,145,
東備地域,赤磐市,52342011,100,145,
東備地域,赤磐市,52342012,100,145,
東備地域,赤磐市,52342020,100,145,
東備地域,赤磐市,52342021,100,145,
東備地域,赤磐市,52342022,100,145,
東備地域,赤磐市,52342023,100,145,
東備地域,赤磐市,52342030,101,147,
東備地域,赤磐市,52342031,100,146,
東備地域,赤磐市,52342032,100,145,
東備地域,赤磐市,52342033,100,145,
東備地域,赤磐市,52342034,99,144,
東備地域,赤磐市,52342035,98,143,
東備地域,赤磐市,52342040,102,148,
東備地域,赤磐市,52342041,102,148,
東備地域,赤磐市,52342042,100,145,
東備地域,赤磐市,52342043,99,144,
東備地域,赤磐市,52342044,99,144,
東備地域,赤磐市,52342045,99,144,
東備地域,赤磐市,52342050,102,148,
東備地域,赤磐市,52342051,100,146,
東備地域,赤磐市,52342052,100,145,
東備地域,赤磐市,52342053,100,145,
東備地域,赤磐市,52342054,100,145,
東備地域,赤磐市,52342055,100,145,
東備地域,赤磐市,52342056,99,144,
東備地域,赤磐市,52342057,100,145,
東備地域,赤磐市,52342060,100,146,
東備地域,赤磐市,52342061,100,146,
東備地域,赤磐市,52342062,100,145,
東備地域,赤磐市,52342063,100,146,
東備地域,赤磐市,52342064,100,145,
東備地域,赤磐市,52342065,100,145,
東備地域,赤磐市,52342066,100,145,
東備地域,赤磐市,52342067,100,145,
東備地域,赤磐市,52342070,100,145,
東備地域,赤磐市,52342071,101,147,
東備地域,赤磐市,52342072,100,145,
東備地域,赤磐市,52342073,100,145,
東備地域,赤磐市,52342074,100,145,
東備地域,赤磐市,52342075,100,145,
東備地域,赤磐市,52342076,100,145,
東備地域,赤磐市,52342080,100,145,
東備地域,赤磐市,52342081,100,146,
東備地域,赤磐市,52342082,100,145,
東備地域,赤磐市,52342083,100,145,
東備地域,赤磐市,52342084,100,146,
東備地域,赤磐市,52342085,100,146,
東備地域,赤磐市,52342086,100,146,
東備地域,赤磐市,52342090,100,146,
東備地域,赤磐市,52342091,100,146,
東備地域,赤磐市,52342092,100,146,
東備地域,赤磐市,52342093,100,145,
東備地域,赤磐市,52342094,101,147,
東備地域,赤磐市,52342095,102,148,
東備地域,赤磐市,52342096,103,150,
東備地域,赤磐市,52342097,102,149,
東備地域,赤磐市,52343001,100,146,
東備地域,赤磐市,52343002,100,145,
東備地域,赤磐市,52343003,100,146,
東備地域,赤磐市,52343004,101,147,
東備地域,赤磐市,52343005,102,149,
東備地域,赤磐市,52343006,103,150,
東備地域,赤磐市,52343007,104,151,
東備地域,赤磐市,52343011,101,147,
東備地域,赤磐市,52343012,100,146,
東備地域,赤磐市,52343013,100,146,
東備地域,赤磐市,52343014,102,148,
東備地域,赤磐市,52343015,102,148,
東備地域,赤磐市,52343016,103,150,
東備地域,赤磐市,52343021,102,148,
東備地域,赤磐市,52343022,101,147,
東備地域,赤磐市,52343023,100,146,
東備地域,赤磐市,52343024,100,146,
東備地域,赤磐市,52343025,101,147,
東備地域,赤磐市,52343026,102,148,
東備地域,赤磐市,52343032,102,148,
東備地域,和気町,52341059,102,148,
東備地域,和気町,52341068,102,148,
東備地域,和気町,52341069,102,148,
東備地域,和気町,52341077,101,147,
東備地域,和気町,52341078,101,147,
東備地域,和気町,52341079,101,147,
東備地域,和気町,52341087,101,147,
東備地域,和気町,52341088,101,147,
東備地域,和気町,52341089,101,147,
東備地域,和気町,52341094,100,146,
東備地域,和気町,52341095,101,147,
東備地域,和気町,52341096,101,147,
東備地域,和気町,52341097,100,146,
東備地域,和気町,52341098,100,146,
東備地域,和気町,52341099,101,147,
東備地域,和気町,52341112,102,148,
東備地域,和気町,52341113,101,147,
東備地域,和気町,52341122,101,147,
東備地域,和気町,52341123,102,148,
東備地域,和気町,52341124,101,147,
東備地域,和気町,52341125,102,148,
東備地域,和気町,52341132,102,148,
東備地域,和気町,52341133,102,148,
東備地域,和気町,52341134,102,148,
東備地域,和気町,52341135,102,148,
東備地域,和気町,52341141,102,149,
東備地域,和気町,52341142,102,148,
東備地域,和気町,52341143,102,148,
東備地域,和気町,52341144,102,148,
東備地域,和気町,52341145,101,147,
東備地域,和気町,52341150,102,149,
東備地域,和気町,52341151,103,150,
東備地域,和気町,52341152,103,150,
東備地域,和気町,52341153,102,149,
東備地域,和気町,52341154,102,148,
東備地域,和気町,52341160,102,148,
東備地域,和気町,52341161,103,150,
東備地域,和気町,52341162,104,151,
東備地域,和気町,52341163,104,151,
東備地域,和気町,52341164,103,150,
東備地域,和気町,52341170,102,148,
東備地域,和気町,52341171,103,150,
東備地域,和気町,52341172,103,150,
東備地域,和気町,52341173,104,151,
東備地域,和気町,52341174,104,151,
東備地域,和気町,52341175,103,150,
東備地域,和気町,52341180,101,147,
東備地域,和気町,52341181,102,148,
東備地域,和気町,52341182,102,149,
東備地域,和気町,52341183,102,149,
東備地域,和気町,52341184,103,150,
東備地域,和気町,52341185,102,149,
東備地域,和気町,52341190,101,147,
東備地域,和気町,52341191,102,148,
東備地域,和気町,52341192,102,148,
東備地域,和気町,52341193,102,148,
東備地域,和気町,52341194,102,148,
東備地域,和気町,52341195,102,148,
東備地域,和気町,52341196,102,148,
東備地域,和気町,52342003,100,145,
東備地域,和気町,52342004,100,145,
東備地域,和気町,52342005,100,145,
東備地域,和気町,52342006,100,146,
東備地域,和気町,52342007,100,146,
東備地域,和気町,52342008,100,146,
東備地域,和気町,52342009,101,147,
東備地域,和気町,52342013,100,145,
東備地域,和気町,52342014,100,145,
東備地域,和気町,52342015,100,145,
東備地域,和気町,52342016,100,145,
東備地域,和気町,52342017,100,145,
東備地域,和気町,52342018,100,145,
東備地域,和気町,52342019,100,146,
東備地域,和気町,52342024,100,145,
東備地域,和気町,52342025,99,144,
東備地域,和気町,52342026,100,145,
東備地域,和気町,52342027,100,145,
東備地域,和気町,52342028,100,145,
東備地域,和気町,52342029,100,145,
東備地域,和気町,52342036,100,145,
東備地域,和気町,52342037,100,145,
東備地域,和気町,52342038,100,145,
東備地域,和気町,52342039,100,145,
東備地域,和気町,52342046,99,144,
東備地域,和気町,52342047,100,145,
東備地域,和気町,52342048,99,144,
東備地域,和気町,52342049,101,147,
東備地域,和気町,52342058,100,145,
東備地域,和気町,52342059,101,147,
東備地域,和気町,52342068,100,146,
東備地域,和気町,52342069,100,146,
東備地域,和気町,52342077,100,145,
東備地域,和気町,52342078,100,146,
東備地域,和気町,52342079,101,147,
東備地域,和気町,52342087,101,147,
東備地域,和気町,52342088,102,148,
東備地域,和気町,52342089,101,147,
東備地域,和気町,52342098,102,148,
東備地域,和気町,52342099,102,148,
東備地域,和気町,52342100,100,146,
東備地域,和気町,52342101,102,148,
東備地域,和気町,52342102,102,148,
東備地域,和気町,52342103,101,147,
東備地域,和気町,52342104,101,147,
東備地域,和気町,52342105,102,148,
東備地域,和気町,52342106,102,148,
東備地域,和気町,52342110,101,147,
東備地域,和気町,52342111,102,148,
東備地域,和気町,52342112,101,147,
東備地域,和気町,52342113,101,147,
東備地域,和気町,52342114,101,147,
東備地域,和気町,52342115,102,148,
東備地域,和気町,52342116,102,148,
東備地域,和気町,52342120,100,146,
東備地域,和気町,52342121,102,148,
東備地域,和気町,52342122,102,148,
東備地域,和気町,52342123,102,148,
東備地域,和気町,52342124,102,148,
東備地域,和気町,52342125,102,148,
東備地域,和気町,52342130,100,146,
東備地域,和気町,52342131,102,148,
東備地域,和気町,52342132,101,147,
東備地域,和気町,52342133,102,148,
東備地域,和気町,52342134,102,148,
東備地域,和気町,52342140,101,147,
東備地域,和気町,52342141,100,146,
東備地域,和気町,52342142,102,148,
東備地域,和気町,52342143,102,148,
東備地域,和気町,52342144,102,148,
東備地域,和気町,52342150,100,146,
東備地域,和気町,52342151,100,146,
東備地域,和気町,52342152,102,148,
東備地域,和気町,52342153,102,149,
東備地域,和気町,52342154,102,149,
東備地域,和気町,52342160,101,147,
東備地域,和気町,52342161,102,148,
東備地域,和気町,52342163,102,148,
東備地域,和気町,52342164,102,148,
東備地域,和気町,52342165,102,149,
東備地域,和気町,52342174,102,149,
倉敷地域,倉敷市,51335489,90,114,
倉敷地域,倉敷市,51335498,88,112,
倉敷地域,倉敷市,51335499,87,111,
倉敷地域,倉敷市,51335567,90,－,
倉敷地域,倉敷市,51335568,90,－,
倉敷地域,倉敷市,51335569,90,－,
倉敷地域,倉敷市,51335576,90,－,
倉敷地域,倉敷市,51335577,90,－,
倉敷地域,倉敷市,51335578,90,－,
倉敷地域,倉敷市,51335579,90,－,
倉敷地域,倉敷市,51335583,90,－,
倉敷地域,倉敷市,51335584,90,－,
倉敷地域,倉敷市,51335586,90,－,
倉敷地域,倉敷市,51335587,90,－,
倉敷地域,倉敷市,51335588,90,－,
倉敷地域,倉敷市,51335589,90,－,
倉敷地域,倉敷市,51335590,－,－,
倉敷地域,倉敷市,51335593,90,－,
倉敷地域,倉敷市,51335594,90,－,
倉敷地域,倉敷市,51335596,90,－,
倉敷地域,倉敷市,51335597,90,－,
倉敷地域,倉敷市,51335598,90,－,
