（別添）大雨警報・注意報の土壌雨量指数基準値,,,,令和5年3月9日現在
市町村等をまとめた地域,市町村等,地域メッシュコード（１km格子対応）,土壌雨量指数基準（注意報）,土壌雨量指数基準（警報）
紀中,日高川町川辺,50357211,146,207
紀中,日高川町川辺,50357220,146,207
紀中,日高川町川辺,50357221,146,207
紀中,日高川町川辺,50357230,146,207
紀中,日高川町川辺,50357240,144,203
紀中,日高川町中津,50356283,146,207
紀中,日高川町中津,50356284,146,207
紀中,日高川町中津,50356292,146,207
紀中,日高川町中津,50356293,146,207
紀中,日高川町中津,50356294,146,207
紀中,日高川町中津,50356295,156,220
紀中,日高川町中津,50356296,156,220
紀中,日高川町中津,50357201,146,207
紀中,日高川町中津,50357202,146,207
紀中,日高川町中津,50357203,146,207
紀中,日高川町中津,50357204,146,207
紀中,日高川町中津,50357205,156,220
紀中,日高川町中津,50357206,156,220
紀中,日高川町中津,50357207,156,220
紀中,日高川町中津,50357208,156,220
紀中,日高川町中津,50357212,146,207
紀中,日高川町中津,50357213,146,207
紀中,日高川町中津,50357214,146,207
紀中,日高川町中津,50357215,156,220
紀中,日高川町中津,50357216,156,220
紀中,日高川町中津,50357217,156,220
紀中,日高川町中津,50357218,156,220
紀中,日高川町中津,50357222,146,207
紀中,日高川町中津,50357223,146,207
紀中,日高川町中津,50357224,146,207
紀中,日高川町中津,50357225,156,220
紀中,日高川町中津,50357226,156,220
紀中,日高川町中津,50357227,156,220
紀中,日高川町中津,50357231,146,207
紀中,日高川町中津,50357232,146,207
紀中,日高川町中津,50357233,146,207
紀中,日高川町中津,50357234,146,207
紀中,日高川町中津,50357235,156,220
紀中,日高川町中津,50357236,156,220
紀中,日高川町中津,50357237,156,220
紀中,日高川町中津,50357241,144,203
紀中,日高川町中津,50357242,144,203
紀中,日高川町中津,50357243,144,203
紀中,日高川町中津,50357244,144,203
紀中,日高川町中津,50357245,133,188
紀中,日高川町中津,50357246,133,188
紀中,日高川町中津,50357247,133,188
紀中,日高川町中津,50357250,144,203
紀中,日高川町中津,50357251,144,203
紀中,日高川町中津,50357252,144,203
紀中,日高川町中津,50357253,144,203
紀中,日高川町中津,50357254,144,203
紀中,日高川町中津,50357255,133,188
紀中,日高川町中津,50357256,133,188
紀中,日高川町中津,50357257,133,188
紀中,日高川町中津,50357261,144,203
紀中,日高川町中津,50357262,144,203
紀中,日高川町中津,50357263,144,203
紀中,日高川町中津,50357264,144,203
紀中,日高川町中津,50357265,133,188
紀中,日高川町中津,50357266,133,188
紀中,日高川町中津,50357267,133,188
紀中,日高川町中津,50357271,144,203
紀中,日高川町中津,50357272,144,203
紀中,日高川町中津,50357273,144,203
紀中,日高川町中津,50357274,144,203
紀中,日高川町中津,50357275,133,188
紀中,日高川町中津,50357276,133,188
紀中,日高川町中津,50357277,133,188
紀中,日高川町中津,50357281,144,203
紀中,日高川町中津,50357282,144,203
紀中,日高川町中津,50357283,144,203
紀中,日高川町中津,50357284,144,203
紀中,日高川町中津,50357285,133,188
紀中,日高川町中津,50357286,133,188
紀中,日高川町中津,50357287,133,188
紀中,日高川町中津,50357292,144,203
紀中,日高川町中津,50357293,144,203
紀中,日高川町中津,50357294,144,203
紀中,日高川町中津,50357295,133,188
紀中,日高川町中津,50357296,133,188
紀中,日高川町中津,51350202,143,202
紀中,日高川町中津,51350203,143,202
紀中,日高川町中津,51350204,143,202
紀中,日高川町中津,51350205,148,209
紀中,日高川町中津,51350206,148,209
紀中,日高川町中津,51350207,148,209
紀中,日高川町美山,50357209,156,220
紀中,日高川町美山,50357219,156,220
紀中,日高川町美山,50357228,156,220
紀中,日高川町美山,50357229,156,220
紀中,日高川町美山,50357238,156,220
紀中,日高川町美山,50357239,156,220
紀中,日高川町美山,50357248,133,188
紀中,日高川町美山,50357249,133,188
紀中,日高川町美山,50357258,133,188
紀中,日高川町美山,50357259,133,188
紀中,日高川町美山,50357268,133,188
紀中,日高川町美山,50357269,133,188
紀中,日高川町美山,50357278,133,188
紀中,日高川町美山,50357279,133,188
紀中,日高川町美山,50357288,133,188
紀中,日高川町美山,50357289,133,188
紀中,日高川町美山,50357297,133,188
紀中,日高川町美山,50357298,133,188
紀中,日高川町美山,50357299,133,188
紀中,日高川町美山,50357300,158,223
紀中,日高川町美山,50357301,158,223
紀中,日高川町美山,50357310,158,223
紀中,日高川町美山,50357311,158,223
紀中,日高川町美山,50357320,158,223
紀中,日高川町美山,50357321,158,223
紀中,日高川町美山,50357322,158,223
紀中,日高川町美山,50357327,166,235
紀中,日高川町美山,50357330,158,223
紀中,日高川町美山,50357331,158,223
紀中,日高川町美山,50357332,158,223
紀中,日高川町美山,50357333,158,223
紀中,日高川町美山,50357334,158,223
紀中,日高川町美山,50357336,166,235
紀中,日高川町美山,50357337,166,235
紀中,日高川町美山,50357338,166,235
紀中,日高川町美山,50357339,166,235
紀中,日高川町美山,50357340,161,228
紀中,日高川町美山,50357341,161,228
紀中,日高川町美山,50357342,161,228
紀中,日高川町美山,50357343,161,228
紀中,日高川町美山,50357344,161,228
紀中,日高川町美山,50357345,169,239
紀中,日高川町美山,50357346,169,239
紀中,日高川町美山,50357347,169,239
紀中,日高川町美山,50357348,169,239
紀中,日高川町美山,50357349,169,239
紀中,日高川町美山,50357350,161,228
紀中,日高川町美山,50357351,161,228
紀中,日高川町美山,50357352,161,228
紀中,日高川町美山,50357353,161,228
紀中,日高川町美山,50357354,161,228
紀中,日高川町美山,50357355,169,239
紀中,日高川町美山,50357356,169,239
紀中,日高川町美山,50357357,169,239
紀中,日高川町美山,50357358,169,239
紀中,日高川町美山,50357359,169,239
紀中,日高川町美山,50357360,161,228
紀中,日高川町美山,50357361,161,228
紀中,日高川町美山,50357362,161,228
紀中,日高川町美山,50357363,161,228
紀中,日高川町美山,50357364,161,228
紀中,日高川町美山,50357365,169,239
紀中,日高川町美山,50357366,169,239
紀中,日高川町美山,50357367,169,239
紀中,日高川町美山,50357368,169,239
紀中,日高川町美山,50357369,169,239
紀中,日高川町美山,50357370,161,228
紀中,日高川町美山,50357371,161,228
紀中,日高川町美山,50357372,161,228
紀中,日高川町美山,50357373,161,228
紀中,日高川町美山,50357374,161,228
紀中,日高川町美山,50357375,169,239
紀中,日高川町美山,50357376,169,239
紀中,日高川町美山,50357377,169,239
紀中,日高川町美山,50357378,169,239
紀中,日高川町美山,50357379,169,239
紀中,日高川町美山,50357380,161,228
紀中,日高川町美山,50357381,161,228
紀中,日高川町美山,50357382,161,228
紀中,日高川町美山,50357383,161,228
紀中,日高川町美山,50357384,161,228
紀中,日高川町美山,50357385,169,239
紀中,日高川町美山,50357386,169,239
紀中,日高川町美山,50357387,169,239
紀中,日高川町美山,50357388,169,239
紀中,日高川町美山,50357389,169,239
紀中,日高川町美山,50357390,161,228
紀中,日高川町美山,50357391,161,228
紀中,日高川町美山,50357392,161,228
紀中,日高川町美山,50357393,161,228
紀中,日高川町美山,50357394,161,228
紀中,日高川町美山,50357395,169,239
紀中,日高川町美山,50357396,169,239
紀中,日高川町美山,50357397,169,239
紀中,日高川町美山,50357398,169,239
紀中,日高川町美山,50357399,169,239
紀中,日高川町美山,50357440,159,224
紀中,日高川町美山,50357441,159,224
紀中,日高川町美山,50357450,159,224
紀中,日高川町美山,50357451,159,224
紀中,日高川町美山,50357452,159,224
紀中,日高川町美山,50357460,159,224
紀中,日高川町美山,50357461,159,224
紀中,日高川町美山,50357462,159,224
紀中,日高川町美山,50357463,159,224
紀中,日高川町美山,50357470,159,224
紀中,日高川町美山,50357471,159,224
紀中,日高川町美山,50357472,159,224
紀中,日高川町美山,50357480,159,224
紀中,日高川町美山,50357481,159,224
紀中,日高川町美山,50357482,159,224
紀中,日高川町美山,50357490,159,224
紀中,日高川町美山,50357491,159,224
紀中,日高川町美山,50357492,159,224
紀中,日高川町美山,51350208,148,209
紀中,日高川町美山,51350209,148,209
紀中,日高川町美山,51350300,161,227
紀中,日高川町美山,51350301,161,227
紀中,日高川町美山,51350302,161,227
紀中,日高川町美山,51350303,161,227
紀中,日高川町美山,51350304,161,227
紀中,日高川町美山,51350305,170,240
紀中,日高川町美山,51350306,170,240
紀中,日高川町美山,51350307,170,240
紀中,日高川町美山,51350308,170,240
紀中,日高川町美山,51350309,170,240
紀中,日高川町美山,51350312,161,227
紀中,日高川町美山,51350313,161,227
紀中,日高川町美山,51350314,161,227
紀中,日高川町美山,51350315,170,240
紀中,日高川町美山,51350316,170,240
紀中,日高川町美山,51350317,170,240
紀中,日高川町美山,51350318,170,240
紀中,日高川町美山,51350319,170,240
紀中,日高川町美山,51350323,161,227
紀中,日高川町美山,51350324,161,227
紀中,日高川町美山,51350325,170,240
紀中,日高川町美山,51350326,170,240
紀中,日高川町美山,51350327,170,240
紀中,日高川町美山,51350328,170,240
紀中,日高川町美山,51350329,170,240
紀中,日高川町美山,51350334,161,227
紀中,日高川町美山,51350335,170,240
紀中,日高川町美山,51350336,170,240
紀中,日高川町美山,51350337,170,240
紀中,日高川町美山,51350338,170,240
紀中,日高川町美山,51350339,170,240
紀中,日高川町美山,51350346,170,240
紀中,日高川町美山,51350400,166,234
紀中,日高川町美山,51350401,166,234
紀中,日高川町美山,51350402,166,234
紀中,日高川町美山,51350410,166,234
紀中,日高川町美山,51350411,166,234
紀中,日高川町美山,51350412,166,234
紀中,日高川町美山,51350420,166,234
紀中,日高川町美山,51350421,166,234
紀中,日高川町美山,51350430,166,234
紀中,日高川町美山,51350440,166,234
田辺・西牟婁,田辺市田辺,50354277,147,－
田辺・西牟婁,田辺市田辺,50354278,147,194
田辺・西牟婁,田辺市田辺,50354279,160,－
田辺・西牟婁,田辺市田辺,50354287,147,－
田辺・西牟婁,田辺市田辺,50354288,147,194
田辺・西牟婁,田辺市田辺,50354289,147,194
田辺・西牟婁,田辺市田辺,50354297,147,194
田辺・西牟婁,田辺市田辺,50354298,147,194
田辺・西牟婁,田辺市田辺,50354299,147,194
田辺・西牟婁,田辺市田辺,50354321,185,244
田辺・西牟婁,田辺市田辺,50354330,185,244
田辺・西牟婁,田辺市田辺,50354331,185,244
田辺・西牟婁,田辺市田辺,50354340,160,211
田辺・西牟婁,田辺市田辺,50354341,160,211
田辺・西牟婁,田辺市田辺,50354350,160,－
田辺・西牟婁,田辺市田辺,50354351,160,211
田辺・西牟婁,田辺市田辺,50354352,160,211
田辺・西牟婁,田辺市田辺,50354360,160,211
田辺・西牟婁,田辺市田辺,50354361,160,211
田辺・西牟婁,田辺市田辺,50354362,160,211
田辺・西牟婁,田辺市田辺,50354363,160,211
田辺・西牟婁,田辺市田辺,50354370,160,211
田辺・西牟婁,田辺市田辺,50354371,160,211
田辺・西牟婁,田辺市田辺,50354372,160,211
田辺・西牟婁,田辺市田辺,50354373,160,211
田辺・西牟婁,田辺市田辺,50354374,160,211
田辺・西牟婁,田辺市田辺,50354380,160,211
田辺・西牟婁,田辺市田辺,50354381,160,211
田辺・西牟婁,田辺市田辺,50354382,160,211
田辺・西牟婁,田辺市田辺,50354383,160,211
田辺・西牟婁,田辺市田辺,50354384,160,211
田辺・西牟婁,田辺市田辺,50354390,160,211
田辺・西牟婁,田辺市田辺,50354391,160,211
田辺・西牟婁,田辺市田辺,50354392,160,211
田辺・西牟婁,田辺市田辺,50354393,160,211
田辺・西牟婁,田辺市田辺,50354394,160,211
田辺・西牟婁,田辺市田辺,50354395,186,245
田辺・西牟婁,田辺市田辺,50355207,128,169
田辺・西牟婁,田辺市田辺,50355208,128,169
田辺・西牟婁,田辺市田辺,50355209,128,169
田辺・西牟婁,田辺市田辺,50355218,128,169
田辺・西牟婁,田辺市田辺,50355219,128,169
田辺・西牟婁,田辺市田辺,50355228,128,169
田辺・西牟婁,田辺市田辺,50355229,128,169
田辺・西牟婁,田辺市田辺,50355238,128,169
田辺・西牟婁,田辺市田辺,50355239,128,169
田辺・西牟婁,田辺市田辺,50355248,128,169
田辺・西牟婁,田辺市田辺,50355249,128,169
田辺・西牟婁,田辺市田辺,50355258,128,169
田辺・西牟婁,田辺市田辺,50355259,128,169
田辺・西牟婁,田辺市田辺,50355268,145,191
田辺・西牟婁,田辺市田辺,50355269,145,191
田辺・西牟婁,田辺市田辺,50355279,145,191
田辺・西牟婁,田辺市田辺,50355300,156,206
田辺・西牟婁,田辺市田辺,50355301,156,206
田辺・西牟婁,田辺市田辺,50355302,156,206
田辺・西牟婁,田辺市田辺,50355303,156,206
田辺・西牟婁,田辺市田辺,50355304,156,206
田辺・西牟婁,田辺市田辺,50355305,178,235
田辺・西牟婁,田辺市田辺,50355306,178,235
田辺・西牟婁,田辺市田辺,50355310,156,206
田辺・西牟婁,田辺市田辺,50355311,156,206
田辺・西牟婁,田辺市田辺,50355312,156,206
田辺・西牟婁,田辺市田辺,50355313,156,206
田辺・西牟婁,田辺市田辺,50355314,156,206
田辺・西牟婁,田辺市田辺,50355315,178,235
田辺・西牟婁,田辺市田辺,50355316,178,235
田辺・西牟婁,田辺市田辺,50355320,156,206
田辺・西牟婁,田辺市田辺,50355321,156,206
田辺・西牟婁,田辺市田辺,50355322,156,206
田辺・西牟婁,田辺市田辺,50355323,156,206
田辺・西牟婁,田辺市田辺,50355324,156,206
田辺・西牟婁,田辺市田辺,50355325,178,235
田辺・西牟婁,田辺市田辺,50355326,178,235
田辺・西牟婁,田辺市田辺,50355327,178,235
田辺・西牟婁,田辺市田辺,50355330,156,206
田辺・西牟婁,田辺市田辺,50355331,156,206
田辺・西牟婁,田辺市田辺,50355332,156,206
田辺・西牟婁,田辺市田辺,50355333,156,206
田辺・西牟婁,田辺市田辺,50355334,156,206
田辺・西牟婁,田辺市田辺,50355335,178,235
田辺・西牟婁,田辺市田辺,50355336,178,235
田辺・西牟婁,田辺市田辺,50355340,156,206
田辺・西牟婁,田辺市田辺,50355341,156,206
田辺・西牟婁,田辺市田辺,50355342,156,206
田辺・西牟婁,田辺市田辺,50355343,156,206
田辺・西牟婁,田辺市田辺,50355344,156,206
田辺・西牟婁,田辺市田辺,50355345,178,235
田辺・西牟婁,田辺市田辺,50355346,178,235
